Code,variable,value
3042,Non_sch_quals_Gr_Dip_Gr_Crt_M,67
3043,Non_sch_quals_Gr_Dip_Gr_Crt_M,66
3044,Non_sch_quals_Gr_Dip_Gr_Crt_M,164
3045,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3046,Non_sch_quals_Gr_Dip_Gr_Crt_M,126
3047,Non_sch_quals_Gr_Dip_Gr_Crt_M,23
3048,Non_sch_quals_Gr_Dip_Gr_Crt_M,24
3049,Non_sch_quals_Gr_Dip_Gr_Crt_M,34
3051,Non_sch_quals_Gr_Dip_Gr_Crt_M,114
3052,Non_sch_quals_Gr_Dip_Gr_Crt_M,52
3053,Non_sch_quals_Gr_Dip_Gr_Crt_M,120
3054,Non_sch_quals_Gr_Dip_Gr_Crt_M,134
3055,Non_sch_quals_Gr_Dip_Gr_Crt_M,168
3056,Non_sch_quals_Gr_Dip_Gr_Crt_M,332
3057,Non_sch_quals_Gr_Dip_Gr_Crt_M,112
3058,Non_sch_quals_Gr_Dip_Gr_Crt_M,297
3059,Non_sch_quals_Gr_Dip_Gr_Crt_M,30
3060,Non_sch_quals_Gr_Dip_Gr_Crt_M,31
3061,Non_sch_quals_Gr_Dip_Gr_Crt_M,11
3062,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3063,Non_sch_quals_Gr_Dip_Gr_Crt_M,5
3064,Non_sch_quals_Gr_Dip_Gr_Crt_M,139
3065,Non_sch_quals_Gr_Dip_Gr_Crt_M,130
3066,Non_sch_quals_Gr_Dip_Gr_Crt_M,72
3067,Non_sch_quals_Gr_Dip_Gr_Crt_M,85
3068,Non_sch_quals_Gr_Dip_Gr_Crt_M,319
3070,Non_sch_quals_Gr_Dip_Gr_Crt_M,362
3071,Non_sch_quals_Gr_Dip_Gr_Crt_M,200
3072,Non_sch_quals_Gr_Dip_Gr_Crt_M,260
3073,Non_sch_quals_Gr_Dip_Gr_Crt_M,208
3074,Non_sch_quals_Gr_Dip_Gr_Crt_M,35
3075,Non_sch_quals_Gr_Dip_Gr_Crt_M,43
3076,Non_sch_quals_Gr_Dip_Gr_Crt_M,85
3078,Non_sch_quals_Gr_Dip_Gr_Crt_M,169
3079,Non_sch_quals_Gr_Dip_Gr_Crt_M,217
3081,Non_sch_quals_Gr_Dip_Gr_Crt_M,97
3082,Non_sch_quals_Gr_Dip_Gr_Crt_M,108
3083,Non_sch_quals_Gr_Dip_Gr_Crt_M,137
3084,Non_sch_quals_Gr_Dip_Gr_Crt_M,275
3085,Non_sch_quals_Gr_Dip_Gr_Crt_M,116
3086,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3087,Non_sch_quals_Gr_Dip_Gr_Crt_M,54
3088,Non_sch_quals_Gr_Dip_Gr_Crt_M,218
3089,Non_sch_quals_Gr_Dip_Gr_Crt_M,90
3090,Non_sch_quals_Gr_Dip_Gr_Crt_M,15
3091,Non_sch_quals_Gr_Dip_Gr_Crt_M,9
3093,Non_sch_quals_Gr_Dip_Gr_Crt_M,40
3094,Non_sch_quals_Gr_Dip_Gr_Crt_M,91
3095,Non_sch_quals_Gr_Dip_Gr_Crt_M,334
3096,Non_sch_quals_Gr_Dip_Gr_Crt_M,9
3097,Non_sch_quals_Gr_Dip_Gr_Crt_M,12
3099,Non_sch_quals_Gr_Dip_Gr_Crt_M,45
3101,Non_sch_quals_Gr_Dip_Gr_Crt_M,278
3102,Non_sch_quals_Gr_Dip_Gr_Crt_M,82
3103,Non_sch_quals_Gr_Dip_Gr_Crt_M,171
3104,Non_sch_quals_Gr_Dip_Gr_Crt_M,207
3105,Non_sch_quals_Gr_Dip_Gr_Crt_M,69
3106,Non_sch_quals_Gr_Dip_Gr_Crt_M,126
3107,Non_sch_quals_Gr_Dip_Gr_Crt_M,131
3108,Non_sch_quals_Gr_Dip_Gr_Crt_M,155
3109,Non_sch_quals_Gr_Dip_Gr_Crt_M,192
3111,Non_sch_quals_Gr_Dip_Gr_Crt_M,111
3113,Non_sch_quals_Gr_Dip_Gr_Crt_M,87
3114,Non_sch_quals_Gr_Dip_Gr_Crt_M,50
3115,Non_sch_quals_Gr_Dip_Gr_Crt_M,23
3116,Non_sch_quals_Gr_Dip_Gr_Crt_M,43
3121,Non_sch_quals_Gr_Dip_Gr_Crt_M,345
3122,Non_sch_quals_Gr_Dip_Gr_Crt_M,306
3123,Non_sch_quals_Gr_Dip_Gr_Crt_M,179
3124,Non_sch_quals_Gr_Dip_Gr_Crt_M,235
3125,Non_sch_quals_Gr_Dip_Gr_Crt_M,112
3126,Non_sch_quals_Gr_Dip_Gr_Crt_M,98
3127,Non_sch_quals_Gr_Dip_Gr_Crt_M,271
3128,Non_sch_quals_Gr_Dip_Gr_Crt_M,176
3129,Non_sch_quals_Gr_Dip_Gr_Crt_M,178
3130,Non_sch_quals_Gr_Dip_Gr_Crt_M,340
3131,Non_sch_quals_Gr_Dip_Gr_Crt_M,193
3132,Non_sch_quals_Gr_Dip_Gr_Crt_M,146
3133,Non_sch_quals_Gr_Dip_Gr_Crt_M,197
3134,Non_sch_quals_Gr_Dip_Gr_Crt_M,298
3135,Non_sch_quals_Gr_Dip_Gr_Crt_M,168
3136,Non_sch_quals_Gr_Dip_Gr_Crt_M,286
3137,Non_sch_quals_Gr_Dip_Gr_Crt_M,41
3138,Non_sch_quals_Gr_Dip_Gr_Crt_M,108
3139,Non_sch_quals_Gr_Dip_Gr_Crt_M,43
3140,Non_sch_quals_Gr_Dip_Gr_Crt_M,72
3141,Non_sch_quals_Gr_Dip_Gr_Crt_M,223
3142,Non_sch_quals_Gr_Dip_Gr_Crt_M,111
3143,Non_sch_quals_Gr_Dip_Gr_Crt_M,81
3144,Non_sch_quals_Gr_Dip_Gr_Crt_M,119
3145,Non_sch_quals_Gr_Dip_Gr_Crt_M,257
3146,Non_sch_quals_Gr_Dip_Gr_Crt_M,336
3147,Non_sch_quals_Gr_Dip_Gr_Crt_M,166
3148,Non_sch_quals_Gr_Dip_Gr_Crt_M,40
3149,Non_sch_quals_Gr_Dip_Gr_Crt_M,303
3150,Non_sch_quals_Gr_Dip_Gr_Crt_M,515
3151,Non_sch_quals_Gr_Dip_Gr_Crt_M,76
3152,Non_sch_quals_Gr_Dip_Gr_Crt_M,203
3153,Non_sch_quals_Gr_Dip_Gr_Crt_M,92
3154,Non_sch_quals_Gr_Dip_Gr_Crt_M,24
3155,Non_sch_quals_Gr_Dip_Gr_Crt_M,118
3156,Non_sch_quals_Gr_Dip_Gr_Crt_M,174
3158,Non_sch_quals_Gr_Dip_Gr_Crt_M,55
3159,Non_sch_quals_Gr_Dip_Gr_Crt_M,14
3160,Non_sch_quals_Gr_Dip_Gr_Crt_M,85
3161,Non_sch_quals_Gr_Dip_Gr_Crt_M,152
3162,Non_sch_quals_Gr_Dip_Gr_Crt_M,179
3163,Non_sch_quals_Gr_Dip_Gr_Crt_M,315
3165,Non_sch_quals_Gr_Dip_Gr_Crt_M,215
3166,Non_sch_quals_Gr_Dip_Gr_Crt_M,179
3167,Non_sch_quals_Gr_Dip_Gr_Crt_M,59
3168,Non_sch_quals_Gr_Dip_Gr_Crt_M,94
3169,Non_sch_quals_Gr_Dip_Gr_Crt_M,77
3170,Non_sch_quals_Gr_Dip_Gr_Crt_M,101
3171,Non_sch_quals_Gr_Dip_Gr_Crt_M,54
3172,Non_sch_quals_Gr_Dip_Gr_Crt_M,76
3173,Non_sch_quals_Gr_Dip_Gr_Crt_M,54
3174,Non_sch_quals_Gr_Dip_Gr_Crt_M,116
3175,Non_sch_quals_Gr_Dip_Gr_Crt_M,149
3177,Non_sch_quals_Gr_Dip_Gr_Crt_M,16
3178,Non_sch_quals_Gr_Dip_Gr_Crt_M,184
3179,Non_sch_quals_Gr_Dip_Gr_Crt_M,37
3180,Non_sch_quals_Gr_Dip_Gr_Crt_M,45
3181,Non_sch_quals_Gr_Dip_Gr_Crt_M,227
3182,Non_sch_quals_Gr_Dip_Gr_Crt_M,222
3183,Non_sch_quals_Gr_Dip_Gr_Crt_M,202
3184,Non_sch_quals_Gr_Dip_Gr_Crt_M,187
3185,Non_sch_quals_Gr_Dip_Gr_Crt_M,165
3186,Non_sch_quals_Gr_Dip_Gr_Crt_M,223
3187,Non_sch_quals_Gr_Dip_Gr_Crt_M,160
3188,Non_sch_quals_Gr_Dip_Gr_Crt_M,192
3189,Non_sch_quals_Gr_Dip_Gr_Crt_M,37
3190,Non_sch_quals_Gr_Dip_Gr_Crt_M,84
3191,Non_sch_quals_Gr_Dip_Gr_Crt_M,103
3192,Non_sch_quals_Gr_Dip_Gr_Crt_M,140
3193,Non_sch_quals_Gr_Dip_Gr_Crt_M,191
3194,Non_sch_quals_Gr_Dip_Gr_Crt_M,96
3195,Non_sch_quals_Gr_Dip_Gr_Crt_M,279
3196,Non_sch_quals_Gr_Dip_Gr_Crt_M,140
3197,Non_sch_quals_Gr_Dip_Gr_Crt_M,47
3198,Non_sch_quals_Gr_Dip_Gr_Crt_M,67
3199,Non_sch_quals_Gr_Dip_Gr_Crt_M,249
3200,Non_sch_quals_Gr_Dip_Gr_Crt_M,9
3201,Non_sch_quals_Gr_Dip_Gr_Crt_M,50
3202,Non_sch_quals_Gr_Dip_Gr_Crt_M,24
3204,Non_sch_quals_Gr_Dip_Gr_Crt_M,318
3205,Non_sch_quals_Gr_Dip_Gr_Crt_M,109
3206,Non_sch_quals_Gr_Dip_Gr_Crt_M,141
3207,Non_sch_quals_Gr_Dip_Gr_Crt_M,149
3211,Non_sch_quals_Gr_Dip_Gr_Crt_M,10
3212,Non_sch_quals_Gr_Dip_Gr_Crt_M,56
3214,Non_sch_quals_Gr_Dip_Gr_Crt_M,37
3215,Non_sch_quals_Gr_Dip_Gr_Crt_M,70
3216,Non_sch_quals_Gr_Dip_Gr_Crt_M,327
3217,Non_sch_quals_Gr_Dip_Gr_Crt_M,4
3218,Non_sch_quals_Gr_Dip_Gr_Crt_M,91
3219,Non_sch_quals_Gr_Dip_Gr_Crt_M,68
3220,Non_sch_quals_Gr_Dip_Gr_Crt_M,117
3221,Non_sch_quals_Gr_Dip_Gr_Crt_M,38
3222,Non_sch_quals_Gr_Dip_Gr_Crt_M,58
3223,Non_sch_quals_Gr_Dip_Gr_Crt_M,26
3224,Non_sch_quals_Gr_Dip_Gr_Crt_M,39
3225,Non_sch_quals_Gr_Dip_Gr_Crt_M,35
3226,Non_sch_quals_Gr_Dip_Gr_Crt_M,123
3227,Non_sch_quals_Gr_Dip_Gr_Crt_M,41
3228,Non_sch_quals_Gr_Dip_Gr_Crt_M,108
3230,Non_sch_quals_Gr_Dip_Gr_Crt_M,22
3231,Non_sch_quals_Gr_Dip_Gr_Crt_M,18
3232,Non_sch_quals_Gr_Dip_Gr_Crt_M,14
3233,Non_sch_quals_Gr_Dip_Gr_Crt_M,12
3235,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3236,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3237,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3238,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3239,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3240,Non_sch_quals_Gr_Dip_Gr_Crt_M,17
3241,Non_sch_quals_Gr_Dip_Gr_Crt_M,11
3242,Non_sch_quals_Gr_Dip_Gr_Crt_M,8
3243,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3249,Non_sch_quals_Gr_Dip_Gr_Crt_M,11
3250,Non_sch_quals_Gr_Dip_Gr_Crt_M,30
3251,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3254,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3260,Non_sch_quals_Gr_Dip_Gr_Crt_M,17
3264,Non_sch_quals_Gr_Dip_Gr_Crt_M,7
3265,Non_sch_quals_Gr_Dip_Gr_Crt_M,9
3266,Non_sch_quals_Gr_Dip_Gr_Crt_M,10
3267,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3268,Non_sch_quals_Gr_Dip_Gr_Crt_M,6
3269,Non_sch_quals_Gr_Dip_Gr_Crt_M,4
3270,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3272,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3273,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3274,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3275,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3276,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3277,Non_sch_quals_Gr_Dip_Gr_Crt_M,7
3278,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3280,Non_sch_quals_Gr_Dip_Gr_Crt_M,151
3281,Non_sch_quals_Gr_Dip_Gr_Crt_M,5
3282,Non_sch_quals_Gr_Dip_Gr_Crt_M,6
3283,Non_sch_quals_Gr_Dip_Gr_Crt_M,10
3284,Non_sch_quals_Gr_Dip_Gr_Crt_M,24
3285,Non_sch_quals_Gr_Dip_Gr_Crt_M,10
3286,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3287,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3289,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3292,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3293,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3294,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3300,Non_sch_quals_Gr_Dip_Gr_Crt_M,44
3301,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3302,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3303,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3304,Non_sch_quals_Gr_Dip_Gr_Crt_M,5
3305,Non_sch_quals_Gr_Dip_Gr_Crt_M,33
3309,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3310,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3311,Non_sch_quals_Gr_Dip_Gr_Crt_M,7
3312,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3314,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3315,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3317,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3318,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3319,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3321,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3324,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3325,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3328,Non_sch_quals_Gr_Dip_Gr_Crt_M,7
3329,Non_sch_quals_Gr_Dip_Gr_Crt_M,5
3330,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3331,Non_sch_quals_Gr_Dip_Gr_Crt_M,25
3332,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3333,Non_sch_quals_Gr_Dip_Gr_Crt_M,4
3334,Non_sch_quals_Gr_Dip_Gr_Crt_M,4
3335,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3337,Non_sch_quals_Gr_Dip_Gr_Crt_M,85
3338,Non_sch_quals_Gr_Dip_Gr_Crt_M,33
3340,Non_sch_quals_Gr_Dip_Gr_Crt_M,70
3341,Non_sch_quals_Gr_Dip_Gr_Crt_M,12
3342,Non_sch_quals_Gr_Dip_Gr_Crt_M,17
3345,Non_sch_quals_Gr_Dip_Gr_Crt_M,7
3350,Non_sch_quals_Gr_Dip_Gr_Crt_M,510
3351,Non_sch_quals_Gr_Dip_Gr_Crt_M,35
3352,Non_sch_quals_Gr_Dip_Gr_Crt_M,86
3355,Non_sch_quals_Gr_Dip_Gr_Crt_M,67
3356,Non_sch_quals_Gr_Dip_Gr_Crt_M,40
3357,Non_sch_quals_Gr_Dip_Gr_Crt_M,39
3360,Non_sch_quals_Gr_Dip_Gr_Crt_M,4
3361,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3363,Non_sch_quals_Gr_Dip_Gr_Crt_M,27
3364,Non_sch_quals_Gr_Dip_Gr_Crt_M,7
3370,Non_sch_quals_Gr_Dip_Gr_Crt_M,12
3371,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3373,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3374,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3375,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3377,Non_sch_quals_Gr_Dip_Gr_Crt_M,29
3378,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3379,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3380,Non_sch_quals_Gr_Dip_Gr_Crt_M,27
3381,Non_sch_quals_Gr_Dip_Gr_Crt_M,9
3384,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3385,Non_sch_quals_Gr_Dip_Gr_Crt_M,5
3387,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3388,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3390,Non_sch_quals_Gr_Dip_Gr_Crt_M,8
3391,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3392,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3393,Non_sch_quals_Gr_Dip_Gr_Crt_M,9
3395,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3396,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3400,Non_sch_quals_Gr_Dip_Gr_Crt_M,52
3401,Non_sch_quals_Gr_Dip_Gr_Crt_M,13
3407,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3409,Non_sch_quals_Gr_Dip_Gr_Crt_M,6
3412,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3413,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3414,Non_sch_quals_Gr_Dip_Gr_Crt_M,8
3418,Non_sch_quals_Gr_Dip_Gr_Crt_M,6
3419,Non_sch_quals_Gr_Dip_Gr_Crt_M,7
3420,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3423,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3424,Non_sch_quals_Gr_Dip_Gr_Crt_M,6
3427,Non_sch_quals_Gr_Dip_Gr_Crt_M,7
3428,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3429,Non_sch_quals_Gr_Dip_Gr_Crt_M,164
3430,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3431,Non_sch_quals_Gr_Dip_Gr_Crt_M,25
3433,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3434,Non_sch_quals_Gr_Dip_Gr_Crt_M,32
3435,Non_sch_quals_Gr_Dip_Gr_Crt_M,10
3437,Non_sch_quals_Gr_Dip_Gr_Crt_M,73
3438,Non_sch_quals_Gr_Dip_Gr_Crt_M,31
3440,Non_sch_quals_Gr_Dip_Gr_Crt_M,22
3441,Non_sch_quals_Gr_Dip_Gr_Crt_M,20
3442,Non_sch_quals_Gr_Dip_Gr_Crt_M,69
3444,Non_sch_quals_Gr_Dip_Gr_Crt_M,51
3446,Non_sch_quals_Gr_Dip_Gr_Crt_M,7
3447,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3448,Non_sch_quals_Gr_Dip_Gr_Crt_M,6
3450,Non_sch_quals_Gr_Dip_Gr_Crt_M,69
3451,Non_sch_quals_Gr_Dip_Gr_Crt_M,44
3453,Non_sch_quals_Gr_Dip_Gr_Crt_M,12
3458,Non_sch_quals_Gr_Dip_Gr_Crt_M,7
3460,Non_sch_quals_Gr_Dip_Gr_Crt_M,11
3461,Non_sch_quals_Gr_Dip_Gr_Crt_M,38
3462,Non_sch_quals_Gr_Dip_Gr_Crt_M,10
3463,Non_sch_quals_Gr_Dip_Gr_Crt_M,18
3464,Non_sch_quals_Gr_Dip_Gr_Crt_M,6
3465,Non_sch_quals_Gr_Dip_Gr_Crt_M,21
3467,Non_sch_quals_Gr_Dip_Gr_Crt_M,8
3468,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3469,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3472,Non_sch_quals_Gr_Dip_Gr_Crt_M,4
3475,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3477,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3478,Non_sch_quals_Gr_Dip_Gr_Crt_M,8
3480,Non_sch_quals_Gr_Dip_Gr_Crt_M,7
3482,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3483,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3485,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3490,Non_sch_quals_Gr_Dip_Gr_Crt_M,8
3491,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3494,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3496,Non_sch_quals_Gr_Dip_Gr_Crt_M,21
3498,Non_sch_quals_Gr_Dip_Gr_Crt_M,11
3500,Non_sch_quals_Gr_Dip_Gr_Crt_M,104
3501,Non_sch_quals_Gr_Dip_Gr_Crt_M,4
3505,Non_sch_quals_Gr_Dip_Gr_Crt_M,11
3507,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3509,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3512,Non_sch_quals_Gr_Dip_Gr_Crt_M,4
3515,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3516,Non_sch_quals_Gr_Dip_Gr_Crt_M,4
3517,Non_sch_quals_Gr_Dip_Gr_Crt_M,4
3518,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3520,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3521,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3522,Non_sch_quals_Gr_Dip_Gr_Crt_M,4
3523,Non_sch_quals_Gr_Dip_Gr_Crt_M,8
3525,Non_sch_quals_Gr_Dip_Gr_Crt_M,4
3527,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3530,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3531,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3533,Non_sch_quals_Gr_Dip_Gr_Crt_M,4
3537,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3540,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3542,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3544,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3546,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3549,Non_sch_quals_Gr_Dip_Gr_Crt_M,7
3550,Non_sch_quals_Gr_Dip_Gr_Crt_M,294
3551,Non_sch_quals_Gr_Dip_Gr_Crt_M,200
3555,Non_sch_quals_Gr_Dip_Gr_Crt_M,92
3556,Non_sch_quals_Gr_Dip_Gr_Crt_M,39
3557,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3558,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3559,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3561,Non_sch_quals_Gr_Dip_Gr_Crt_M,16
3562,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3563,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3564,Non_sch_quals_Gr_Dip_Gr_Crt_M,61
3566,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3567,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3568,Non_sch_quals_Gr_Dip_Gr_Crt_M,11
3570,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3571,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3572,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3573,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3575,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3579,Non_sch_quals_Gr_Dip_Gr_Crt_M,13
3580,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3581,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3584,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3585,Non_sch_quals_Gr_Dip_Gr_Crt_M,33
3586,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3588,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3589,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3590,Non_sch_quals_Gr_Dip_Gr_Crt_M,4
3591,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3594,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3595,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3596,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3597,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3608,Non_sch_quals_Gr_Dip_Gr_Crt_M,7
3610,Non_sch_quals_Gr_Dip_Gr_Crt_M,5
3612,Non_sch_quals_Gr_Dip_Gr_Crt_M,7
3614,Non_sch_quals_Gr_Dip_Gr_Crt_M,4
3616,Non_sch_quals_Gr_Dip_Gr_Crt_M,19
3617,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3618,Non_sch_quals_Gr_Dip_Gr_Crt_M,4
3620,Non_sch_quals_Gr_Dip_Gr_Crt_M,23
3621,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3622,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3623,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3624,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3629,Non_sch_quals_Gr_Dip_Gr_Crt_M,28
3630,Non_sch_quals_Gr_Dip_Gr_Crt_M,95
3631,Non_sch_quals_Gr_Dip_Gr_Crt_M,40
3633,Non_sch_quals_Gr_Dip_Gr_Crt_M,4
3634,Non_sch_quals_Gr_Dip_Gr_Crt_M,12
3635,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3636,Non_sch_quals_Gr_Dip_Gr_Crt_M,19
3637,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3638,Non_sch_quals_Gr_Dip_Gr_Crt_M,6
3639,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3640,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3641,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3644,Non_sch_quals_Gr_Dip_Gr_Crt_M,22
3646,Non_sch_quals_Gr_Dip_Gr_Crt_M,5
3649,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3658,Non_sch_quals_Gr_Dip_Gr_Crt_M,20
3659,Non_sch_quals_Gr_Dip_Gr_Crt_M,4
3660,Non_sch_quals_Gr_Dip_Gr_Crt_M,29
3662,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3663,Non_sch_quals_Gr_Dip_Gr_Crt_M,3
3664,Non_sch_quals_Gr_Dip_Gr_Crt_M,4
3666,Non_sch_quals_Gr_Dip_Gr_Crt_M,17
3669,Non_sch_quals_Gr_Dip_Gr_Crt_M,9
3670,Non_sch_quals_Gr_Dip_Gr_Crt_M,7
3672,Non_sch_quals_Gr_Dip_Gr_Crt_M,46
3673,Non_sch_quals_Gr_Dip_Gr_Crt_M,4
3675,Non_sch_quals_Gr_Dip_Gr_Crt_M,17
3677,Non_sch_quals_Gr_Dip_Gr_Crt_M,80
3678,Non_sch_quals_Gr_Dip_Gr_Crt_M,53
3682,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3683,Non_sch_quals_Gr_Dip_Gr_Crt_M,10
3685,Non_sch_quals_Gr_Dip_Gr_Crt_M,11
3687,Non_sch_quals_Gr_Dip_Gr_Crt_M,6
3688,Non_sch_quals_Gr_Dip_Gr_Crt_M,11
3690,Non_sch_quals_Gr_Dip_Gr_Crt_M,140
3691,Non_sch_quals_Gr_Dip_Gr_Crt_M,51
3694,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3695,Non_sch_quals_Gr_Dip_Gr_Crt_M,0
3697,Non_sch_quals_Gr_Dip_Gr_Crt_M,7
3698,Non_sch_quals_Gr_Dip_Gr_Crt_M,10
