POSTCODE,CITY,TYPE,COUNT
3220,NEWTOWN,B Property and deception offences,128
3220,NEWTOWN,B Property and deception offences,28
3220,NEWTOWN,B Property and deception offences,126
3220,NEWTOWN,B Property and deception offences,3
3220,NEWTOWN,B Property and deception offences,5
3220,NEWTOWN,B Property and deception offences,7
3220,NEWTOWN,B Property and deception offences,41
3220,NEWTOWN,B Property and deception offences,1
3220,NEWTOWN,C Drug offences,10
3220,NEWTOWN,D Public order and security offences,8
3220,NEWTOWN,D Public order and security offences,9
3220,NEWTOWN,D Public order and security offences,2
3220,NEWTOWN,E Justice procedures offences,9
3220,NEWTOWN,E Justice procedures offences,9
3221,ANAKIE,A Crimes against the person,4
3221,ANAKIE,B Property and deception offences,3
3221,ANAKIE,B Property and deception offences,13
3221,ANAKIE,B Property and deception offences,1
3221,ANAKIE,B Property and deception offences,9
3221,ANAKIE,C Drug offences,1
3221,ANAKIE,C Drug offences,1
3221,ANAKIE,E Justice procedures offences,1
3221,BARRABOOL,A Crimes against the person,1
3221,BARRABOOL,B Property and deception offences,1
3221,BARRABOOL,B Property and deception offences,2
3221,BATESFORD,A Crimes against the person,8
3221,BATESFORD,B Property and deception offences,1
3221,BATESFORD,B Property and deception offences,6
3221,BATESFORD,B Property and deception offences,1
3221,BATESFORD,D Public order and security offences,2
3221,BELLARINE,B Property and deception offences,2
3221,BELLARINE,B Property and deception offences,2
3221,BELLARINE,E Justice procedures offences,1
3221,BELLARINE,E Justice procedures offences,3
3221,CERES,B Property and deception offences,7
3221,CERES,B Property and deception offences,1
3221,CERES,B Property and deception offences,3
3221,FYANSFORD,A Crimes against the person,1
3221,FYANSFORD,B Property and deception offences,2
3221,FYANSFORD,B Property and deception offences,6
3221,FYANSFORD,B Property and deception offences,1
3221,FYANSFORD,B Property and deception offences,1
3221,FYANSFORD,C Drug offences,1
3221,GNARWARRE,B Property and deception offences,1
3221,MOOLAP,A Crimes against the person,12
3221,MOOLAP,B Property and deception offences,5
3221,MOOLAP,B Property and deception offences,23
3221,MOOLAP,B Property and deception offences,36
3221,MOOLAP,B Property and deception offences,10
3221,MOOLAP,B Property and deception offences,21
3221,MOOLAP,B Property and deception offences,2
3221,MOOLAP,B Property and deception offences,2
3221,MOOLAP,B Property and deception offences,50
3221,MOOLAP,B Property and deception offences,2
3221,MOOLAP,C Drug offences,2
3221,MOOLAP,C Drug offences,1
3221,MOOLAP,C Drug offences,4
3221,MOOLAP,D Public order and security offences,7
3221,MOOLAP,D Public order and security offences,1
3221,MOOLAP,E Justice procedures offences,1
3221,MOOLAP,E Justice procedures offences,2
3221,MOORABOOL,B Property and deception offences,3
3221,MOORABOOL,B Property and deception offences,1
3221,MOORABOOL,B Property and deception offences,3
3221,MURGHEBOLUC,B Property and deception offences,1
3221,MURGHEBOLUC,B Property and deception offences,1
3221,MURGHEBOLUC,B Property and deception offences,1
3221,STAUGHTON VALE,A Crimes against the person,2
3221,STAUGHTON VALE,B Property and deception offences,2
3221,STAUGHTON VALE,B Property and deception offences,1
3221,STAUGHTON VALE,E Justice procedures offences,2
3221,STONEHAVEN,A Crimes against the person,5
3221,STONEHAVEN,B Property and deception offences,2
3221,WALLINGTON,A Crimes against the person,6
3221,WALLINGTON,B Property and deception offences,1
3221,WALLINGTON,B Property and deception offences,9
3221,WALLINGTON,B Property and deception offences,1
3221,WALLINGTON,B Property and deception offences,1
3221,WALLINGTON,B Property and deception offences,1
3221,WALLINGTON,B Property and deception offences,11
3221,WALLINGTON,B Property and deception offences,1
3221,WALLINGTON,B Property and deception offences,1
3221,WALLINGTON,C Drug offences,2
3221,WALLINGTON,D Public order and security offences,1
3221,WALLINGTON,D Public order and security offences,1
3222,CLIFTON SPRINGS,A Crimes against the person,34
3222,CLIFTON SPRINGS,B Property and deception offences,1
3222,CLIFTON SPRINGS,B Property and deception offences,27
3222,CLIFTON SPRINGS,B Property and deception offences,1
3222,CLIFTON SPRINGS,B Property and deception offences,19
3222,CLIFTON SPRINGS,B Property and deception offences,5
3222,CLIFTON SPRINGS,B Property and deception offences,26
3222,CLIFTON SPRINGS,B Property and deception offences,2
3222,CLIFTON SPRINGS,B Property and deception offences,20
3222,CLIFTON SPRINGS,B Property and deception offences,1
3222,CLIFTON SPRINGS,B Property and deception offences,25
3222,CLIFTON SPRINGS,C Drug offences,3
3222,CLIFTON SPRINGS,C Drug offences,1
3222,CLIFTON SPRINGS,C Drug offences,5
3222,CLIFTON SPRINGS,D Public order and security offences,2
3222,CLIFTON SPRINGS,D Public order and security offences,18
3222,CLIFTON SPRINGS,E Justice procedures offences,8
3222,CURLEWIS,A Crimes against the person,1
3222,CURLEWIS,B Property and deception offences,1
3222,CURLEWIS,B Property and deception offences,8
3222,CURLEWIS,B Property and deception offences,2
3222,DRYSDALE,A Crimes against the person,13
3222,DRYSDALE,B Property and deception offences,2
3222,DRYSDALE,B Property and deception offences,23
3222,DRYSDALE,B Property and deception offences,1
3222,DRYSDALE,B Property and deception offences,45
3222,DRYSDALE,B Property and deception offences,4
3222,DRYSDALE,B Property and deception offences,17
3222,DRYSDALE,B Property and deception offences,5
3222,DRYSDALE,B Property and deception offences,2
3222,DRYSDALE,B Property and deception offences,7
3222,DRYSDALE,B Property and deception offences,17
3222,DRYSDALE,B Property and deception offences,2
3222,DRYSDALE,B Property and deception offences,2
3222,DRYSDALE,C Drug offences,4
3222,DRYSDALE,C Drug offences,1
3222,DRYSDALE,D Public order and security offences,5
3222,DRYSDALE,E Justice procedures offences,7
3222,DRYSDALE,F Other offences,1
3222,MANNERIM,A Crimes against the person,2
3222,MANNERIM,B Property and deception offences,1
3222,MANNERIM,B Property and deception offences,1
3222,MANNERIM,B Property and deception offences,1
3222,MARCUS HILL,B Property and deception offences,1
3222,MARCUS HILL,B Property and deception offences,2
3222,MARCUS HILL,B Property and deception offences,4
3223,INDENTED HEAD,A Crimes against the person,7
3223,INDENTED HEAD,B Property and deception offences,7
3223,INDENTED HEAD,B Property and deception offences,6
3223,INDENTED HEAD,B Property and deception offences,2
3223,INDENTED HEAD,B Property and deception offences,5
3223,INDENTED HEAD,B Property and deception offences,2
3223,INDENTED HEAD,B Property and deception offences,9
3223,INDENTED HEAD,C Drug offences,1
3223,INDENTED HEAD,C Drug offences,1
3223,INDENTED HEAD,C Drug offences,4
3223,INDENTED HEAD,D Public order and security offences,1
3223,PORTARLINGTON,A Crimes against the person,19
3223,PORTARLINGTON,B Property and deception offences,2
3223,PORTARLINGTON,B Property and deception offences,16
3223,PORTARLINGTON,B Property and deception offences,2
3223,PORTARLINGTON,B Property and deception offences,1
3223,PORTARLINGTON,B Property and deception offences,21
3223,PORTARLINGTON,B Property and deception offences,3
3223,PORTARLINGTON,B Property and deception offences,8
3223,PORTARLINGTON,B Property and deception offences,2
3223,PORTARLINGTON,B Property and deception offences,10
3223,PORTARLINGTON,B Property and deception offences,3
3223,PORTARLINGTON,B Property and deception offences,33
3223,PORTARLINGTON,B Property and deception offences,4
3223,PORTARLINGTON,C Drug offences,1
3223,PORTARLINGTON,D Public order and security offences,9
3223,PORTARLINGTON,E Justice procedures offences,3
3223,PORTARLINGTON,F Other offences,2
3223,ST LEONARDS,A Crimes against the person,8
3223,ST LEONARDS,B Property and deception offences,11
3223,ST LEONARDS,B Property and deception offences,27
3223,ST LEONARDS,B Property and deception offences,2
3223,ST LEONARDS,B Property and deception offences,5
3223,ST LEONARDS,B Property and deception offences,4
3223,ST LEONARDS,B Property and deception offences,1
3223,ST LEONARDS,B Property and deception offences,13
3223,ST LEONARDS,C Drug offences,4
3223,ST LEONARDS,C Drug offences,8
3223,ST LEONARDS,C Drug offences,3
3223,ST LEONARDS,D Public order and security offences,2
3223,ST LEONARDS,E Justice procedures offences,8
3224,LEOPOLD,A Crimes against the person,36
3224,LEOPOLD,B Property and deception offences,5
3224,LEOPOLD,B Property and deception offences,40
3224,LEOPOLD,B Property and deception offences,2
3224,LEOPOLD,B Property and deception offences,65
3224,LEOPOLD,B Property and deception offences,14
3224,LEOPOLD,B Property and deception offences,32
3224,LEOPOLD,B Property and deception offences,3
3224,LEOPOLD,B Property and deception offences,10
3224,LEOPOLD,B Property and deception offences,77
3224,LEOPOLD,B Property and deception offences,1
3224,LEOPOLD,C Drug offences,4
3224,LEOPOLD,C Drug offences,2
3224,LEOPOLD,C Drug offences,12
3224,LEOPOLD,D Public order and security offences,20
3224,LEOPOLD,D Public order and security offences,7
3224,LEOPOLD,E Justice procedures offences,32
3225,POINT LONSDALE,A Crimes against the person,11
3225,POINT LONSDALE,B Property and deception offences,8
3225,POINT LONSDALE,B Property and deception offences,17
3225,POINT LONSDALE,B Property and deception offences,4
3225,POINT LONSDALE,B Property and deception offences,18
3225,POINT LONSDALE,B Property and deception offences,4
3225,POINT LONSDALE,B Property and deception offences,9
3225,POINT LONSDALE,D Public order and security offences,6
3225,POINT LONSDALE,E Justice procedures offences,1
3225,QUEENSCLIFF,A Crimes against the person,8
3225,QUEENSCLIFF,B Property and deception offences,11
3225,QUEENSCLIFF,B Property and deception offences,7
3225,QUEENSCLIFF,B Property and deception offences,1
3225,QUEENSCLIFF,B Property and deception offences,7
3225,QUEENSCLIFF,B Property and deception offences,10
3225,QUEENSCLIFF,B Property and deception offences,3
3225,QUEENSCLIFF,B Property and deception offences,12
3225,QUEENSCLIFF,B Property and deception offences,1
3225,QUEENSCLIFF,C Drug offences,1
3225,QUEENSCLIFF,D Public order and security offences,1
3225,QUEENSCLIFF,E Justice procedures offences,5
3225,QUEENSCLIFF,E Justice procedures offences,1
3225,QUEENSCLIFF,F Other offences,3
3225,SWAN BAY,B Property and deception offences,1
3225,SWAN BAY,B Property and deception offences,1
3226,OCEAN GROVE,A Crimes against the person,35
3226,OCEAN GROVE,B Property and deception offences,2
3226,OCEAN GROVE,B Property and deception offences,50
3226,OCEAN GROVE,B Property and deception offences,1
3226,OCEAN GROVE,B Property and deception offences,55
3226,OCEAN GROVE,B Property and deception offences,12
3226,OCEAN GROVE,B Property and deception offences,106
3226,OCEAN GROVE,B Property and deception offences,12
3226,OCEAN GROVE,B Property and deception offences,12
3226,OCEAN GROVE,B Property and deception offences,8
3226,OCEAN GROVE,B Property and deception offences,64
3226,OCEAN GROVE,B Property and deception offences,1
3226,OCEAN GROVE,B Property and deception offences,8
3226,OCEAN GROVE,C Drug offences,1
3226,OCEAN GROVE,C Drug offences,6
3226,OCEAN GROVE,D Public order and security offences,5
3226,OCEAN GROVE,D Public order and security offences,15
3226,OCEAN GROVE,D Public order and security offences,5
3226,OCEAN GROVE,E Justice procedures offences,3
3226,OCEAN GROVE,E Justice procedures offences,7
3226,OCEAN GROVE,F Other offences,1
3227,BARWON HEADS,A Crimes against the person,8
3227,BARWON HEADS,B Property and deception offences,1
3227,BARWON HEADS,B Property and deception offences,21
3227,BARWON HEADS,B Property and deception offences,2
3227,BARWON HEADS,B Property and deception offences,32
3227,BARWON HEADS,B Property and deception offences,2
3227,BARWON HEADS,B Property and deception offences,35
3227,BARWON HEADS,B Property and deception offences,7
3227,BARWON HEADS,B Property and deception offences,5
3227,BARWON HEADS,B Property and deception offences,2
3227,BARWON HEADS,B Property and deception offences,20
3227,BARWON HEADS,B Property and deception offences,2
3227,BARWON HEADS,B Property and deception offences,19
3227,BARWON HEADS,B Property and deception offences,2
3227,BARWON HEADS,C Drug offences,1
3227,BARWON HEADS,D Public order and security offences,5
3227,BARWON HEADS,D Public order and security offences,12
3227,BARWON HEADS,D Public order and security offences,1
3227,BARWON HEADS,E Justice procedures offences,147
3227,BREAMLEA,A Crimes against the person,2
3227,BREAMLEA,B Property and deception offences,1
3227,BREAMLEA,B Property and deception offences,1
3227,BREAMLEA,B Property and deception offences,1
3227,BREAMLEA,B Property and deception offences,1
3227,BREAMLEA,B Property and deception offences,1
3227,CONNEWARRE,A Crimes against the person,2
3227,CONNEWARRE,B Property and deception offences,4
3227,CONNEWARRE,B Property and deception offences,1
3227,CONNEWARRE,B Property and deception offences,1
3227,CONNEWARRE,B Property and deception offences,16
3227,CONNEWARRE,B Property and deception offences,3
3227,CONNEWARRE,B Property and deception offences,3
3227,CONNEWARRE,B Property and deception offences,6
3227,CONNEWARRE,D Public order and security offences,1
3227,CONNEWARRE,F Other offences,3
3228,BELLBRAE,A Crimes against the person,1
3228,BELLBRAE,B Property and deception offences,8
3228,BELLBRAE,B Property and deception offences,7
3228,BELLBRAE,B Property and deception offences,1
3228,BELLS BEACH,A Crimes against the person,2
3228,JAN JUC,A Crimes against the person,23
3228,JAN JUC,B Property and deception offences,1
3228,JAN JUC,B Property and deception offences,1
3228,JAN JUC,B Property and deception offences,16
3228,JAN JUC,B Property and deception offences,11
3228,JAN JUC,B Property and deception offences,34
3228,JAN JUC,B Property and deception offences,1
3228,JAN JUC,B Property and deception offences,1
3228,JAN JUC,B Property and deception offences,17
3228,JAN JUC,C Drug offences,1
3228,JAN JUC,C Drug offences,1
3228,JAN JUC,D Public order and security offences,4
3228,JAN JUC,D Public order and security offences,6
3228,JAN JUC,E Justice procedures offences,2
3228,POINT ADDIS,B Property and deception offences,3
3228,POINT ADDIS,D Public order and security offences,1
3228,TORQUAY,A Crimes against the person,40
3228,TORQUAY,B Property and deception offences,2
3228,TORQUAY,B Property and deception offences,69
3228,TORQUAY,B Property and deception offences,3
3228,TORQUAY,B Property and deception offences,71
3228,TORQUAY,B Property and deception offences,12
3228,TORQUAY,B Property and deception offences,102
3228,TORQUAY,B Property and deception offences,10
3228,TORQUAY,B Property and deception offences,12
3228,TORQUAY,B Property and deception offences,8
3228,TORQUAY,B Property and deception offences,89
3228,TORQUAY,B Property and deception offences,7
3228,TORQUAY,B Property and deception offences,9
3228,TORQUAY,B Property and deception offences,1
3228,TORQUAY,C Drug offences,3
3228,TORQUAY,C Drug offences,8
3228,TORQUAY,D Public order and security offences,4
3228,TORQUAY,D Public order and security offences,50
3228,TORQUAY,D Public order and security offences,3
3228,TORQUAY,E Justice procedures offences,9
3228,TORQUAY,E Justice procedures offences,5
3228,TORQUAY,F Other offences,9
3230,ANGLESEA,A Crimes against the person,16
3230,ANGLESEA,B Property and deception offences,1
3230,ANGLESEA,B Property and deception offences,2
3230,ANGLESEA,B Property and deception offences,22
3230,ANGLESEA,B Property and deception offences,33
3230,ANGLESEA,B Property and deception offences,3
3230,ANGLESEA,B Property and deception offences,6
3230,ANGLESEA,B Property and deception offences,8
3230,ANGLESEA,B Property and deception offences,26
3230,ANGLESEA,B Property and deception offences,1
3230,ANGLESEA,C Drug offences,1
3230,ANGLESEA,D Public order and security offences,6
3230,ANGLESEA,D Public order and security offences,2
3230,ANGLESEA,E Justice procedures offences,14
3230,ANGLESEA,F Other offences,4
3231,AIREYS INLET,A Crimes against the person,10
3231,AIREYS INLET,B Property and deception offences,3
3231,AIREYS INLET,B Property and deception offences,1
3231,AIREYS INLET,B Property and deception offences,12
3231,AIREYS INLET,B Property and deception offences,11
3231,AIREYS INLET,B Property and deception offences,1
3231,AIREYS INLET,B Property and deception offences,2
3231,AIREYS INLET,D Public order and security offences,1
3231,AIREYS INLET,D Public order and security offences,2
3231,EASTERN VIEW,C Drug offences,1
3231,FAIRHAVEN,B Property and deception offences,1
3231,FAIRHAVEN,B Property and deception offences,6
3231,FAIRHAVEN,B Property and deception offences,1
3231,FAIRHAVEN,B Property and deception offences,4
3231,FAIRHAVEN,B Property and deception offences,4
3231,MOGGS CREEK,B Property and deception offences,3
3231,MOGGS CREEK,B Property and deception offences,2
3231,MOGGS CREEK,B Property and deception offences,3
3232,LORNE,A Crimes against the person,23
3232,LORNE,B Property and deception offences,1
3232,LORNE,B Property and deception offences,20
3232,LORNE,B Property and deception offences,1
3232,LORNE,B Property and deception offences,21
3232,LORNE,B Property and deception offences,2
3232,LORNE,B Property and deception offences,9
3232,LORNE,B Property and deception offences,3
3232,LORNE,B Property and deception offences,1
3232,LORNE,B Property and deception offences,1
3232,LORNE,B Property and deception offences,47
3232,LORNE,B Property and deception offences,2
3232,LORNE,C Drug offences,2
3232,LORNE,D Public order and security offences,8
3232,LORNE,D Public order and security offences,43
3232,LORNE,D Public order and security offences,2
3232,LORNE,E Justice procedures offences,5
3232,LORNE,E Justice procedures offences,3
3232,LORNE,F Other offences,1
3232,LORNE,F Other offences,2
3233,APOLLO BAY,A Crimes against the person,25
3233,APOLLO BAY,B Property and deception offences,14
3233,APOLLO BAY,B Property and deception offences,1
3233,APOLLO BAY,B Property and deception offences,10
3233,APOLLO BAY,B Property and deception offences,1
3233,APOLLO BAY,B Property and deception offences,10
3233,APOLLO BAY,B Property and deception offences,2
3233,APOLLO BAY,B Property and deception offences,1
3233,APOLLO BAY,B Property and deception offences,37
3233,APOLLO BAY,B Property and deception offences,2
3233,APOLLO BAY,C Drug offences,6
3233,APOLLO BAY,D Public order and security offences,1
3233,APOLLO BAY,D Public order and security offences,13
3233,APOLLO BAY,E Justice procedures offences,5
3233,APOLLO BAY,E Justice procedures offences,8
3233,APOLLO BAY,F Other offences,3
3233,CAPE OTWAY,B Property and deception offences,1
3233,MARENGO,B Property and deception offences,1
3233,MARENGO,B Property and deception offences,1
3233,SKENES CREEK,B Property and deception offences,1
3234,KENNETT RIVER,B Property and deception offences,3
3234,KENNETT RIVER,C Drug offences,1
3234,WYE RIVER,A Crimes against the person,1
3234,WYE RIVER,B Property and deception offences,1
3234,WYE RIVER,B Property and deception offences,1
3235,BENWERRIN,B Property and deception offences,1
3235,DEANS MARSH,A Crimes against the person,2
3235,DEANS MARSH,B Property and deception offences,4
3235,DEANS MARSH,B Property and deception offences,1
3235,DEANS MARSH,B Property and deception offences,1
3235,DEANS MARSH,D Public order and security offences,1
3235,PENNYROYAL,B Property and deception offences,3
3235,PENNYROYAL,B Property and deception offences,1
3236,FORREST,B Property and deception offences,2
3236,FORREST,B Property and deception offences,1
3236,FORREST,B Property and deception offences,1
3236,FORREST,B Property and deception offences,2
3236,FORREST,E Justice procedures offences,2
3236,FORREST,E Justice procedures offences,1
3237,BEECH FOREST,B Property and deception offences,2
3237,BEECH FOREST,B Property and deception offences,1
3237,BEECH FOREST,B Property and deception offences,1
3237,BEECH FOREST,D Public order and security offences,1
3237,GELLIBRAND LOWER,B Property and deception offences,2
3237,OTWAY,A Crimes against the person,1
3238,GLENAIRE,B Property and deception offences,1
3238,GLENAIRE,B Property and deception offences,1
3238,GLENAIRE,B Property and deception offences,1
3238,GLENAIRE,D Public order and security offences,2
3238,HORDERN VALE,A Crimes against the person,3
3238,HORDERN VALE,B Property and deception offences,1
3238,HORDERN VALE,B Property and deception offences,2
3238,HORDERN VALE,D Public order and security offences,2
3238,HORDERN VALE,E Justice procedures offences,2
3238,JOHANNA,A Crimes against the person,1
3238,JOHANNA,B Property and deception offences,1
3238,JOHANNA,B Property and deception offences,2
3238,LAVERS HILL,A Crimes against the person,1
3238,LAVERS HILL,B Property and deception offences,1
3238,LAVERS HILL,E Justice procedures offences,1
3239,CARLISLE RIVER,B Property and deception offences,1
3239,CARLISLE RIVER,B Property and deception offences,1
3239,CARLISLE RIVER,B Property and deception offences,1
3239,CARLISLE RIVER,C Drug offences,1
3239,GELLIBRAND,A Crimes against the person,1
3239,GELLIBRAND,B Property and deception offences,1
3239,GELLIBRAND,B Property and deception offences,1
3239,GELLIBRAND,B Property and deception offences,3
3239,GELLIBRAND,B Property and deception offences,3
3239,KENNEDYS CREEK,A Crimes against the person,5
3240,BUCKLEY,B Property and deception offences,1
3240,BUCKLEY,B Property and deception offences,1
3240,BUCKLEY,B Property and deception offences,2
3240,GHERANG,A Crimes against the person,1
3240,GHERANG,B Property and deception offences,1
3240,GHERANG,B Property and deception offences,1
3240,MODEWARRE,B Property and deception offences,1
3240,MODEWARRE,B Property and deception offences,1
3240,MODEWARRE,B Property and deception offences,2
3240,MORIAC,A Crimes against the person,1
3240,MORIAC,B Property and deception offences,1
3240,MORIAC,B Property and deception offences,1
3240,MORIAC,B Property and deception offences,8
3240,MORIAC,B Property and deception offences,3
3240,MORIAC,E Justice procedures offences,2
3240,MOUNT MORIAC,A Crimes against the person,2
3240,MOUNT MORIAC,B Property and deception offences,1
3240,MOUNT MORIAC,B Property and deception offences,1
3240,MOUNT MORIAC,B Property and deception offences,2
3240,MOUNT MORIAC,B Property and deception offences,1
3240,PARAPARAP,B Property and deception offences,1
3240,PARAPARAP,F Other offences,1
3241,BAMBRA,A Crimes against the person,3
3241,BAMBRA,B Property and deception offences,1
3241,OMBERSLEY,B Property and deception offences,1
3241,WINCHELSEA,A Crimes against the person,19
3241,WINCHELSEA,B Property and deception offences,19
3241,WINCHELSEA,B Property and deception offences,1
3241,WINCHELSEA,B Property and deception offences,15
3241,WINCHELSEA,B Property and deception offences,4
3241,WINCHELSEA,B Property and deception offences,1
3241,WINCHELSEA,B Property and deception offences,1
3241,WINCHELSEA,B Property and deception offences,35
3241,WINCHELSEA,B Property and deception offences,27
3241,WINCHELSEA,B Property and deception offences,2
3241,WINCHELSEA,C Drug offences,1
3241,WINCHELSEA,C Drug offences,5
3241,WINCHELSEA,D Public order and security offences,13
3241,WINCHELSEA,D Public order and security offences,16
3241,WINCHELSEA,D Public order and security offences,2
3241,WINCHELSEA,E Justice procedures offences,5
3241,WINCHELSEA,E Justice procedures offences,6
3242,BIRREGURRA,A Crimes against the person,1
3242,BIRREGURRA,B Property and deception offences,3
3242,BIRREGURRA,B Property and deception offences,2
3242,BIRREGURRA,B Property and deception offences,5
3242,BIRREGURRA,B Property and deception offences,1
3242,BIRREGURRA,B Property and deception offences,1
3242,BIRREGURRA,B Property and deception offences,2
3242,BIRREGURRA,B Property and deception offences,2
3242,BIRREGURRA,C Drug offences,2
3242,BIRREGURRA,D Public order and security offences,1
3243,BARWON DOWNS,B Property and deception offences,4
3243,BARWON DOWNS,B Property and deception offences,1
3243,GERANGAMETE,B Property and deception offences,1
3243,GERANGAMETE,B Property and deception offences,1
3243,MURROON,A Crimes against the person,2
3243,MURROON,B Property and deception offences,1
3243,RICKETTS MARSH,B Property and deception offences,1
3243,WARNCOORT,B Property and deception offences,1
3249,ALVIE,B Property and deception offences,1
3249,ALVIE,C Drug offences,1
3249,ALVIE,D Public order and security offences,1
3249,BARONGAROOK,B Property and deception offences,3
3249,BARONGAROOK,B Property and deception offences,1
3249,BARONGAROOK,B Property and deception offences,4
3249,BARONGAROOK,D Public order and security offences,5
3249,BARRAMUNGA,B Property and deception offences,1
3249,BARRAMUNGA,B Property and deception offences,1
3249,CORAGULAC,B Property and deception offences,1
3249,CORAGULAC,B Property and deception offences,1
3249,DREEITE,A Crimes against the person,2
3249,DREEITE,E Justice procedures offences,1
3249,ELLIMINYT,A Crimes against the person,11
3249,ELLIMINYT,B Property and deception offences,11
3249,ELLIMINYT,B Property and deception offences,6
3249,ELLIMINYT,B Property and deception offences,2
3249,ELLIMINYT,B Property and deception offences,13
3249,ELLIMINYT,B Property and deception offences,1
3249,ELLIMINYT,B Property and deception offences,5
3249,ELLIMINYT,D Public order and security offences,1
3249,ELLIMINYT,D Public order and security offences,1
3249,ELLIMINYT,E Justice procedures offences,3
3249,ELLIMINYT,E Justice procedures offences,1
3249,IRREWARRA,A Crimes against the person,1
3249,IRREWARRA,B Property and deception offences,1
3249,IRREWARRA,B Property and deception offences,4
3249,IRREWARRA,B Property and deception offences,1
3249,KAWARREN,B Property and deception offences,1
3249,KAWARREN,B Property and deception offences,1
3249,LARPENT,B Property and deception offences,3
3249,LARPENT,B Property and deception offences,1
3249,NALANGIL,B Property and deception offences,1
3249,ONDIT,B Property and deception offences,1
3249,PIRRON YALLOCK,B Property and deception offences,1
3249,PIRRON YALLOCK,B Property and deception offences,1
3249,PIRRON YALLOCK,B Property and deception offences,1
3249,PIRRON YALLOCK,B Property and deception offences,1
3249,PIRRON YALLOCK,B Property and deception offences,1
3249,SWAN MARSH,B Property and deception offences,1
3249,SWAN MARSH,B Property and deception offences,1
3249,WARRION,A Crimes against the person,3
3249,WARRION,B Property and deception offences,3
3249,WARRION,B Property and deception offences,1
3249,YEODENE,B Property and deception offences,1
3250,COLAC,A Crimes against the person,216
3250,COLAC,B Property and deception offences,5
3250,COLAC,B Property and deception offences,1
3250,COLAC,B Property and deception offences,134
3250,COLAC,B Property and deception offences,12
3250,COLAC,B Property and deception offences,4
3250,COLAC,B Property and deception offences,5
3250,COLAC,B Property and deception offences,96
3250,COLAC,B Property and deception offences,23
3250,COLAC,B Property and deception offences,92
3250,COLAC,B Property and deception offences,13
3250,COLAC,B Property and deception offences,10
3250,COLAC,B Property and deception offences,11
3250,COLAC,B Property and deception offences,1
3250,COLAC,B Property and deception offences,79
3250,COLAC,B Property and deception offences,5
3250,COLAC,B Property and deception offences,21
3250,COLAC,B Property and deception offences,4
3250,COLAC,B Property and deception offences,1
3250,COLAC,C Drug offences,3
3250,COLAC,C Drug offences,3
3250,COLAC,C Drug offences,21
3250,COLAC,D Public order and security offences,26
3250,COLAC,D Public order and security offences,147
3250,COLAC,D Public order and security offences,9
3250,COLAC,E Justice procedures offences,26
3250,COLAC,E Justice procedures offences,41
3250,COLAC,F Other offences,5
3250,COLAC,F Other offences,14
3250,COLAC WEST,A Crimes against the person,2
3250,COLAC WEST,B Property and deception offences,1
3250,COLAC WEST,B Property and deception offences,17
3251,BEEAC,B Property and deception offences,1
3251,BEEAC,B Property and deception offences,1
3251,BEEAC,B Property and deception offences,5
3251,BEEAC,B Property and deception offences,1
3251,BEEAC,B Property and deception offences,2
3251,BEEAC,D Public order and security offences,2
3251,BEEAC,E Justice procedures offences,1
3251,WEERING,C Drug offences,1
3254,BALINTORE,A Crimes against the person,1
3254,BALINTORE,B Property and deception offences,2
3254,COROROOKE,A Crimes against the person,2
3254,COROROOKE,B Property and deception offences,1
3254,COROROOKE,B Property and deception offences,1
3254,COROROOKE,B Property and deception offences,3
3254,COROROOKE,C Drug offences,1
3254,COROROOKE,E Justice procedures offences,1
3260,BOOKAAR,B Property and deception offences,1
3260,BOOKAAR,B Property and deception offences,1
3260,BOOKAAR,E Justice procedures offences,2
3260,BOSTOCKS CREEK,B Property and deception offences,1
3260,BUNGADOR,B Property and deception offences,1
3260,CAMPERDOWN,A Crimes against the person,39
3260,CAMPERDOWN,B Property and deception offences,28
3260,CAMPERDOWN,B Property and deception offences,1
3260,CAMPERDOWN,B Property and deception offences,35
3260,CAMPERDOWN,B Property and deception offences,6
3260,CAMPERDOWN,B Property and deception offences,15
3260,CAMPERDOWN,B Property and deception offences,6
3260,CAMPERDOWN,B Property and deception offences,2
3260,CAMPERDOWN,B Property and deception offences,24
3260,CAMPERDOWN,B Property and deception offences,1
3260,CAMPERDOWN,B Property and deception offences,4
3260,CAMPERDOWN,C Drug offences,1
3260,CAMPERDOWN,C Drug offences,9
3260,CAMPERDOWN,D Public order and security offences,8
3260,CAMPERDOWN,D Public order and security offences,11
3260,CAMPERDOWN,E Justice procedures offences,1
3260,CAMPERDOWN,E Justice procedures offences,7
3260,CAMPERDOWN,F Other offences,1
3260,CARPENDEIT,B Property and deception offences,1
3260,CARPENDEIT,B Property and deception offences,1
3260,CARPENDEIT,B Property and deception offences,2
3260,CARPENDEIT,C Drug offences,1
3260,CHOCOLYN,A Crimes against the person,2
3260,GNOTUK,B Property and deception offences,1
3260,GNOTUK,B Property and deception offences,1
3260,KOALLAH,B Property and deception offences,1
3260,POMBORNEIT,B Property and deception offences,1
3260,POMBORNEIT,B Property and deception offences,1
3260,POMBORNEIT,B Property and deception offences,3
3260,POMBORNEIT,B Property and deception offences,1
3260,POMBORNEIT,E Justice procedures offences,2
3260,PURRUMBETE SOUTH,A Crimes against the person,2
3260,PURRUMBETE SOUTH,B Property and deception offences,1
3260,STONYFORD,B Property and deception offences,1
3260,STONYFORD,B Property and deception offences,1
